Page,Line,Word,Information,media,Bookmarks
ابي طلحة:,11,,213,,
"اسماعيل بن رجا: 
اسماعيل بن رجاء بن ربيعة الزبيدي ، ابو اسحاق الكوفي، روى عن : ابراهيم بن يزيد النخعي ، واوس بن ضمعج، وابيه رجاء بن ربيعة… روى عنه : ادريس بن يزيد الاودي ، وبشر بن دريد الكوفي ، وابو حمزة ثابت بن ابي صفية الثمالي… قال اسحاق بن منصور عن يحيى بن معين ، وابو حاتم ، والنسائي : ثقة.
وقال محمد بن فضيل ، عن الاعمش : كان يجمع صبيان المكاتب ويحدثهم لكي لا ينسى حديثه.
(تهذيب الكمال في اسماء الرجال، ج/3، صـ90)",17,,214,,
"خالد الاعصري: 
خليد بن عبد الله العصري، ابو سليمان البصري.
روى عن : الاحنف بن قيس وزيد بن صوحان، وقرأ عليه القرآن، وسلمان الفارسي، وعلي بن ابي طالب، وابي الدرداء، وابي ذر الغفاري.
روى عنه: ابان بن ابي عياش، وابو الاشهب جعفر بن حيان العطاردي، وعوف الاعرابي، وقتادة، ذكره ابن حبان في كتاب ""الثقات""، روى له مسلم حديثا، وابو داود اخر، وقد وقع لنا كل واحد منهما بعلو.
(تهذيب الكمال في أسماء الرجال، جمال الدين أبو الحجاج المزي، ج/8، صـ310)",4,,215,,
"ابراهيم النخعي:
النَّخَعي(٤٦ - ٩٦ هـ = ٦٦٦ - ٨١٥ م)
ابراهيم بن يزيد بن قيس بن الاسود، ابوعمران النخعي، من مذحج: من اكابر التابعين صلاحا وصدق رواية وحفظا للحديث. من اهل الكوفة، مات مختفيا من الحجاج، قال فيه الصلاح الصفدي: فقيه العراق، كان اماما مجتهدا له مذهب. ولما بلغ الشعبيّ موته قال: والله ما ترك بعده مثله. 
(الاعلام للزركلي، ج/1، صـ80)",6,,215,,
"النهروان والطرقات: 
نَهْرَوانُ: واكثر ما يجري على الالسنة بكسر النون، وهي ثلاثة نهروانات: الاعلى والاوسط والاسفل، وهي كورة واسعة بين بغداد وواسط من الجانب الشرقي حدّها الاعلى متصل ببغداد وفيها عدة بلاد متوسطة، منها: اسكاف وجرجرايا والصافية ودير قنّى وغير ذلك، وكان بها وقعة لامير المؤمنين علي ابن ابي طالب، رضي الله عنه، مع الخوارج مشهورة.
(معجم البلدان، ج/5، صـ324)",15,,215,,
"ذا الاصبع: 
سمي طلحة ذا الاصبع: لانه اصابه في يده سهم ومن حديث انس: وقى رسول الله صلى الله عليه وسلم لما اراد بعض المشركين ان يضربه، وفي مسند الطيالسي من حديث عائشة عن ابي بكر قال: ثم اتينا طلحة يعني يوم احد فوجدنا به بضعا وسبعين جراحة واذا قد قطعت اصبعه، وفي الجهاد لابن المبارك من طريق موسٰى بن طلحة ان اصبعه التي اصيبت هي التي تلي الابهام، وجاء عن يعقوب بن ابراهيم بن محمد بن طلحة عن ابيه قال اصيبت اصبع طلحة البنصر من اليسرٰى من مفصلها الاسفل فشلت، ترس بها على النبي صلى الله عليه وسلم. 
(فهرست الجزء السابع من فتح الباري بشرح صحيح البخاري، صـ59)",4,,216,,
"السري بن اسماعيل: 
السري بن اسماعيل الهمداني، الكوفي، ابن عم الشعبي، روى عن: سعيد بن وهب الهمداني، وعامر الشعبي، وقيس بن ابي حازم.
روى عنه : اسماعيل بن ابان الغنوي، واسماعيل بن ابي خالد وهو من اقرانه، وابنه ابو سلمة جرير بن السري بن اسماعيل، وجرير بن عبد الحميد، وجعفر بن زياد الاحمر… روى له ابن ماجه حديثا واحدا. 
(تهذيب الكمال في اسماء الرجال، ج/10، صـ227)",17,,217,,
"عبد الرحمن بن مسعود العبدي: 
نزل المدائن وحدث بها عن علي بن ابي طالب، وعن سلمان الفارسيّ، روٰى عنه الحسين بن الرماس العبدي، والهذيل بن بلال الفزاريّ.
(تاريخ بغداد، ابي بكر احمد بن علي الخطيب البغدادي، ج/10، صـ203)",17,,217,,
"كنت اول ضعينة هاجرت: 
ذكر ام المؤمنين ام سلمة بنت ابي امية رضي الله عنها:
حدثنا علي بن حمشاد العدل، ثنا بشر بن موسى، ثنا الحميدي، عن سفيان قال: ام سلمة اول مهاجرة من النساء.
اخبرنا اسماعيل بن محمد بن الفضل بن محمد الشعراني، ثنا جدي، ثنا ابراهيم بن المنذر الحزامي، ثنا محمد بن فليح ، عن موسى بن عقبة، عن این شهاب قال: وممن قدم على النبي بمكة من مهاجرة ارض الحبشة الاولى ثم هاجر الى المدينة ابو سلمة عبد الله بن عبد الاسد وامرأته ام سلمة بنت ابي امية.
حدثني ابو بكر محمد بن احمد بن بالويه، ثنا ابراهيم بن اسحاق الحربي، ثنا مصعب بن عبد الله الزبيري قال: كانت ام سلمة اسمها رملة وهي اول ظعينة دخلت المدينة مهاجرة، وكانت قبل النبي ﷺ عند ابي سلمة عبد الله بن عبد الاسد بن هلال بن عبد الله بن عمر بن مخزوم وهو اول من هاجر الى ارض الحبشة وشهد بدراً وتوفي على عهد رسول الله ﷺ فولدت لابي سلمة سلمة وعمر ودرة وزينب امهم ام سلمة زوج النبي، فخلف عليها النبي ﷺ بعد ابي سلمة، وقد روى ابنها عمر بن ابي سلمة عن النبي.
(المستدرك على الصحيحين، ابو عبد الله محمد بن عبد الله النيسابوري، ج/4، صـ17)",1,,218,,
"كنت كبيرة امهات المؤمنين: 
اخبرني ابو عبد الله محمد بن احمد القاضي ببغداد، ثنا الحارث بن ابي اسامة، حدثني محمد بن سهيل، عن ابي عبيدة معمر بن المثنى قال : تزوج رسول الله ﷺ قبل وقعة بدر في سنة اثنتين من التاريخ ام سلمة واسمها هند بنت ابي امية بن المغيرة بن عبد الله بن عمر بن مخزوم واول من مات من ازواج النبي ﷺ زينب واخر من مات منهن ام سلمة.
(المستدرك على الصحيحين، ابو عبد الله محمد بن عبد الله النيسابوري، ج/4، صـ20)",2,,218,,
"وكان رسول الله صلى الله عليه يقسم لنا من بيتك: 
بعث اليها (اي ام سلمة) النبي ﷺ ليخطبها فقالت: مرحباً برسول الله ﷺ وبرسوله اقرأ رسول الله ﷺ السلام واخبره اني امرأة مصبية غيرى وانه ليس احد من اوليائي شاهد؟ فبعث اليها رسول الله ﷺ اما قولك اني مصبية فان الله سيكفيك صبيانك، واما قولك اني غيرى فسأدعو الله ان يذهب غيرتك، واما الاولياء فليس احد منهم شاهد ولا غائب الا سيرضاني فقالت لابنها : قم يا عمر فزوج
رسول الله ﷺ فزوجها اياه وقال لها : لا انقصك مما اعطيت اختك فلانة جرتين ورحاتين ووسادة من ادم حشوها ليف… فبني رسول الله ﷺ باهله وقال: ""ان شئت ان اسبع لك سبعت للنساء"".
(المستدرك على الصحيحين، ابو عبد الله محمد بن عبد الله النيسابوري، ج/4، صـ18)",3,,218,,
"وكان جبريل اكثر شيء يعمد الى بيتك: 
باب ما جاء في رؤية ام سلمة زوج النبي صلى الله عليه وسلم جبريل عليه السلام: 
اخبرنا ابو عبد الله الحافظ قال: اخبرنا ابو عبد الله محمد بن يعقوب، قال: حدثنا ابو بكر بن اسحاق، وعبد الله بن محمد قالا: حدثنا محمد بن عبد الاعلى، قال: حدثنا المعتمر بن سليمان قال: سمعت ابي، قال: حدثنا ابو عثمان النهدي، عن سلمان قال: لا تكونن - ان استطعت - اول من يدخل السوق، ولا اخر من يخرج منها، فانها معركة الشيطان، وبها ينصب رايته، او كما قال: وثبت ان جبريل عليه السلام، اتى النبي صلى الله عليه وسلم وعنده ام سلمة قال: فجعل يتحدث ثم قام، فقال نبي الله صلى الله عليه وسلم لام سلمة: ""من هذا"" ؟ او كما قالت: قلت: هذا دحية الكلبي قال: فقالت ام سلمة: ما حسبته الا اياه، حتى سمعت خطبة النبي صلى الله عليه وسلم يخبر جبريل، او كما قال: فقلت لابي عثمان: ممن سمعت هذا؟ قال: من اسامة.
رواه البخاري في الصحيح، عن عباس بن الوليد، عن المعتمر ورواه مسلم عن محمد بن عبد الاعلى. 
(دلائل النبوة، ابو بكر احمد بن الحسين البيهقي، ج/7، صـ68) 
***
في مجمع الزوائد:(عن ابي امامة قال قال رسول الله صلى الله عليه وسلم لنسائه لا تبكوا هذا الصبي يعنى حسينا. قال وكان يوم ام سلمة فنزل جبريل فدخل رسول الله صلى الله عليه وسلم الداخل وقال لام سلمة لا تدعي احدا ان يدخل علي، فجاء الحسين فلما نظر الى النبي صلى الله عليه وسلم في البيت اراد ان يدخل فاخذته ام سلمة فاحتضنته وجعلت تناغيه وتسكنه، فلما اشتد في البكاء خلت عنه، فدخل حتى جلس في حجر النبي صلى الله عليه وسلم، فقال جبريل للنبي: ان امتك ستقتل ابنك هذا! فقال النبي صلى الله عليه وسلم: يقتلونه وهم مؤمنون بي؟! قال: نعم، يقتلونه! فتناول جبريل تربة فقال بمكان كذا وكذا، فخرج رسول الله صلى الله عليه وسلم قد احتضن حسينا كاسف البال مغموما، فظنت ام سلمة انه غضب من دخول الصبي عليه فقالت: يا نبي الله جعلت لك الفداء انك قلت لنا لا تبكوا هذا الصبي، وامرتني ان لا ادع احدا يدخل عليك، فجاء فخليت عنه. فلم يرد عليها، فخرج الى اصحابه وهم جلوس فقال: ان امتي يقتلون هذا! وفي القوم ابو بكر وعمر، وكانا اجرأ القوم عليه، فقالا: يا نبي الله وهم مؤمنون؟! قال نعم، وهذه تربته واراهم اياها. رواه الطبراني ورجاله موثقون وفي بعضهم ضعف.
(الحق المبين في معرفة المعصومين، الشيخ علي الكوراني العاملي، صـ٢٢٣)",3,,218,,
لي من رسول الله من تسعة ايام يوم:,1,,219,,
"حميراء: 
كان (رسول الله صلى الله عليه وآله ) يقول لها (عائشة) أحياناً : ""ويا حميراء"" ، تصغير الحمراء يريد البيضاء. 
(بحار الانوار، محمد باقر المجلسي، ج/32، صـ265)",12,,,,
"ثبير: 
""ثبير"": بفتح الثاء المثلثة وكسر الباء الموحدة وسكون الياء اخر الحروف وفي اخره راء وهو جبل عظيم بالمزدلفة على يسار الذاهب منها الى منى، وعلى يمين الذاهب من منى الى عرفات، وهو منصرف. وذكر ياقوت ان بمكة سبعة جبال كل منها يسمى ثبيرًا: الاول: اعظم جبال مكة بينها وبين عرفة، وقال الاصمعي: هو ثبير حراء، وهو المراد بقولهم في الجاهلية: ""اشرق ثبير كيما نغير""
الثاني: ثبير الزنج، لان الزنج كانوا يلعبون عنده الثالث: ثبير الاعرج، الرابع: ثبير الحضراء، الخامس: ثبير النصع وهو جبل المزدلفة، السادس: ثبير عيناء، كل هذه جبال مكة، السابع: ثبير ما في ديار مزينة اقطعه رسول الله صلى الله عليه وسلم شريح بن ضمرة المزني، وقال البكري: السابع ثبير الاحدب… وقال الزمخشري: ثبيران جبلان مفترقان تصب بينهما افاعية، وهي واد يصب من منى، يقال لاحدهما: ثبير عيناء، والاخر ثبير الاعرج. 
(عمدة القاري شرح صحيح البخاري، بدر الدين العيني، ج/9، صـ375)",14,,221,,
"البحرين: 
البَحْرين: هكذا يتلفظ بها في حال الرفع والنصب والجر، ولم يسمع على لفظ المرفوع من أحد منهم، إلّا أن الزمخشري قد حكى أنه بلفظ التثنية فيقولون:
هذه البحران وانتهينا الى البحرين، ولم يبلغني من جهة أخرىروى ابن عباس: البحرين من أعمال العراق وحدّه من عمان ناحية جرّفار، واليمامة على جبالها وربما ضمّت اليمامة الى المدينة وربما أفردت، هذا كان في أيام بني أميّة، فلما ولي بنو العباس صيّروا عمان والبحرين واليمامة عملا واحدا، قاله ابن الفقيه، وقال أبو عبيدة: بين البحرين واليمامة مسيرة عشرة أيام وبين هجر مدينة البحرين والبصرة مسيرة خمسة عشر يوما على الإبل، وبينها وبين عمان مسيرة شهر، قال: والبحرين هي الخطّ والقطيف والآرة وهجر وبينونة والزارة وجواثا والسابور ودارين والغابة، قال: وقصبة هجر الصّفا والمشقّر. 
(معجم البلدان، ج/1، صـ346)",15,,222,,
"ماسبذان: 
فتح ماسبذان من أرض العراق: 
لما رجع هاشم بن عتبة من جلولاء إلى المدائن بلغ سعدا أن آذين بن الهرمزان قد حمل طائفة من الفرس، فكتب إلى عمر في ذلك، فكتب إليه أن ابعث جيشا ، وأمر عليهم ضرار بن الخطاب فخرج ضرار في جيش من المدائن وعلى مقدمته ابن الهذيل الأسدي ، فتقدم ابن الهذيل بين يدي الجيش ، فالتقى مع آذين وأصحابه قبل وصول ضرار إليه ، فكسر ابن الهذيل طائفة الفرس ، وأسر آذين بن الهرمزان ، وفر عنه أصحابه ، وأمر ابن الهذيل فضرب عنق آذين بين يديه ، وساق وراء المنهزمين حتى انتهى إلى ماسبذان - وهي مدينة كبيرة - فأخذها عنوة ، وهرب أهلها في رءوس الشعاب والجبال ، فدعاهم فاستجابوا له ، وضرب على من لم يسلم الجزية ، وأقام نائبا عليها حتى تحول سعد من المدائن إلى الكوفة. 
(البداية والنهاية، ابن الاثير القرشي، ج/10، صـ28)",16,,,,
"ماهان: 
ماهان: إن كان عربيّا فهو تثنية الماء الذي يشرب لأن أصله الهاء وإلا فهو فارسيّ، وهو تثنية الماء وهي القصبة كما يذكر في ماه البصرة بعده، والماهان: الدّينور ونهاوند، وماهان: مدينة بكرمان، وبينها وبين السِّيرجان مدينة كرمان مرحلتان، وبينها وبين خبيص خمس مراحل، والعرب تسميها بالجمع فتقول الماهات.
(معجم البلدان، ج/5، صـ48)",16,,,,
عمرو بن الاكان:,10,,223,,
"الافعى: حية خبيثة يقال هي رقشاء، دقيقة العنق عريضة الرأس، لا تزال مستديرة على نفسها، لا ينفع من لسعتها ترياق ولا رقية.",1,,224,,
الحسن بن الحارث:,4,,,,
"علي بن مدرك: 
علي بن مدرك النخعي ثم الوهبيلي، ابو مدرك الكوفي.
روى عن : ابراهيم النخعي، وتميم بن طرفة الطائي ، وعبد الرحمن بن يزيد النخعي ، وهلال بن يساف، وابي زرعة بن عمرو بن جرير، وعن ابي صالح عن رجل له صحبة.
روى عنه : اشعث بن سوار ، وحنش بن الحارث النخعي ، وسليمان الاعمش… قال اسحاق بن منصور، عن يحيى بن معين : ثقة. وكذلك قال النسائي، وقال عبد الرحمن بن ابي حاتم : سألت ابي عنه، فقال : صالح صدوق ، ثم قال : ثقة، وذكره ابن حبان في كتاب ""الثقات"".
قال طلق بن غنام النخعي، ومحمد بن عبد الله الحضرمي : مات سنة عشرين ومائة، روى له الجماعة.
(تهذيب الكمال في اسماء الرجال، جمال الدين المزي، ج/21، صـ126)",5,,,,
"عبد الله الجدلي: 
ابو عبد الله الجدلي الكوفي (و: ٩١هـ (٧٠٩م) اسمه : عبد بن عبد، وقيل : عبد الرحمن بن عبد. 
روى عن: خزيمة بن ثابت ، وسلمان الفارسي ، وسليمان بن صرد الخزاعي ، ومعاوية بن ابي سفيان، وابي مسعود الانصاري، وعائشة، وام سلمة.
(تهذيب الكمال في أسماء الرجال، جمال الدين المزي، ج/34، صـ24)",6,,,,
عبد الرحمن بن بشار:,9,,225,,
"عسكر: 
اسم الجمل: 
ان اسم الجمل عسكر قد فاجأها (اي عائشة)، حتى امتنعت من ركوبه واضطرتهم الى تمويهه، والباسه جلا اخر، وزعموا لها: انهم اصابوا لها جملا اخر اعظم من الجمل الاول خلقاً، واشد منه قوة...
وبذلك يكون كل من حضر ما جرى، قد عرف ان النبي صلى الله عليه واله قد اخبر عائشة بما يكون منها، وبأنه قد نهاها عنه، وحذرها منه...
وان كنا نظن انها كانت تقوم بما تقوم به عن معرفة تامة، وعن التفات متواصل الى ما حذرها منه الرسول الاعظم صلى الله عليه واله مستحضرة في ذهنها ما اخبرها به الرسول، من انها تحارب وصيه عليا عليه السلام، كما اخبر الزبير بانه سيحاربه ايضاً وهو له ظالم. وهي تعرف بانها تسير الى حرب ذلك الوصي.. فامتناعها عن ركوب الجمل عسكر، لعله لاجل التمويه على الناس الذين تعرف انهم قد سمعوا من وعن رسول الله صلى الله عليه واله ما سمعته، فارادت ان تتنصل من هذا الامر، ولو بالامتناع الظاهري عن ركوب ذلك الجمل.
ولست ادري ان كانت قد التفتت الى ان الجمل الثاني كان كثير شعر الوجه ايضاً، فهو ادبب كالجمل الاول.. ام انها تظاهرت بعدم الالتفات الى ذلك ايضاً ...
ولست ادري ايضاً ان كانت قد لاحظت انه لم يكن اعظم خلقاً من الجمل الاول، ام انه مثله او عينه، اذ يبعد ان تبلغ فيها الغفلة والسذاجة الى هذا الحد الذي تريد الرواية ان توحي لنا به، فاننا نعرف انها لم تكن كذلك قطعا.
(الصحيح من سيرة الامام علي، جعفر مرتضى العاملي، ج/27، صـ301)",16,,,,
"الحوأب: 
الحوأب : بالفتح ثم السكون ، همزة مفتوحة ، وباء موحدة ، واصله في اللغة ، يقال : حافر حوأب واب صعب ، والحوابة : العلبة الضخمة ، والحواب : الوادي الوسيع في هذه .
والحواب : موضع في طريق البصرة محاذي البقرة ماءة ايضا من مياهم ، قال ابو زياد : ومن مياه ابي بكر بن كلاب الحواب ، وهو من المياه الاعداد ، قديم جاهلي ، وقال نصر :
الحواب من مياه العرب على طريق البصرة ، والحواب والغناب والحزيز : جبال سود اظنها في ديار عوف بن عبد بن ابي بكر بن كلاب اخي قريط بن عبد ، وقيل : سمي الحوأب بالحوأب بنت كلب بن وبرة ، وهي ام تميم وبكر المعروف بالشعيراء والغوث وهو الربيط ، وهو صوفة وثعلبة ، وهو ظاعنة وغيرهم من ولد مر بن اد بن طابخة ، وفي الحديث : ان عائشة لما ارادت المضي الى البصرة في وقعة الجمل مرت بهذا الموضع فسمعت نباح الكلاب فقالت : ما هذا الموضع ؟ فقيل لها : هذا موضع يقال له الحوأب ، فقالت : انا لله ! ما اراني الا صاحبة القصة ، فقيل لها : واي قصة ؟ قالت : سمعت رسول الله ﷺ ، يقول وعنده نساؤه: ليت شعري ايتكن تنبحها كلاب الحوأب سائرة الى الشرق في كتيبة ! وهمت بالرجوع فغالطوها وحلفوا لها انه ليس بالحوأب.
(من هامش: امتاع الاسماع، تقي الدين المقريزي، ج/13، صـ227)",4,,226,,
"الظهران: 
مرّ الظهران: موضع على مرحلة من مكة له ذكر في الحديث، وقال عرّام: مرّ القرية، والظهران هو الوادي، وبمرّ عيون كثيرة ونخل وجميز وهو لاسلم وهذيل وغاضرة، قال ابو صخر الهذلي يصف سحابا:
واقبل مرّا الى مجدل ... سياق المقيّد يمشي رسيفا
اي استقبل مرّا، قال الواقدي: بين مرّ وبين مكة خمسة اميال. 
(معجم البلدان، ج/5، صـ104)",15,,227,,
"ذات عرق:
وذات عرق: مهلّ اهل العراق وهو الحدّ بين نجد وتهامة، وقيل: عرق جبل بطريق مكة ومنه ذات عرق، وقال الاصمعي: ما ارتفع من بطن الرّمّة فهو نجد الى ثنايا ذات عرق، وعرق: هو الجبل المشرف على ذات عرق، واياه عنى ساعدة بن جؤيّة بقوله، والله اعلم… وقال ابن شبيب: ذات عرق من الغور والغور من ذات عرق الى اوطاس، واوطاس على نفس الطريق، ونجد من اوطاس الى القريتين، وقال قوم: اول تهامة من قبل نجد مدارج ذات عرق. 
(معجم البلدان، ج/4، صـ107)",16,,,,
"محمد بن طلحة: 
محمد بن طلحة الملقب بالسجاد… ولد في حياة النبي صلى الله عليه وسلم ، قتل شابا يوم الجمل لم يزل به ابوه حتى سار معه، وامه هي حمنة بنت جحش. 
(سير اعلام النبلاء، ج/4، صـ368)",12,,228,,
"سعيد بن العاص: 
سَعِيد بن العاص (٣ - ٥٩ هـ = ٦٢٤ - ٦٧٩ م) سعيد بن العاص بن سعيد بن العاص ابن امية، الاموي القرشي… ربي في حجر عمر بن الخطاب، وولاه عثمان الكوفة وهو شاب، فلما بلغها خطب في اهلها، فنسبهم الى الشقاق والخلاف، فشكوه الى عثمان، فاستدعاه الى المدينة، فاقام فيها الى ان كانت الثورة عليه، فدافع سعيد عنه وقاتل دونه الى ان قتل عثمان، فخرج الى مكة، فاقام الى ان ولي معاوية الخلافة، فعهد اليه بولاية المدينة، فتولاها الى ان مات… اعتزل الجمل وصفين… وما زالت اثار قصره في المدينة شاخصة الى اليوم، قيل: توفي سنة ٥٣ هـ وقال الذهبي في تاريخ الاسلام - حوادث سنة ٥٩ - (فيها توفي سعيد بن العاص الاموي على الصحيح)، واخباره كثيرة، وفي المؤرخين من يمزج بعضها باخبار جدّه. 
(الاعلام للزركلي، ج/3، صـ96)",6,,229,,
"عاد: 
عاد امة عظيمة من العرب العاربة البائدة، وكانوا عشر قبائل، وقيل ثلاث عشرة قبيلة وهم ابناء عاد بن عوص، وعوص هو ابن ارم بن سام بن نوح، كذا اصطلح المؤرخون.
(التحرير والتنوير، ج/8، صـ200) 
***
واما عاد فاهلكوا بريح صرصر عاتية: الصرصر: الشديدة يكون لها صوت كالصرير… والعاتية: الشديدة العصف، واصل العتو والعتِي: شدة التكبر فاستعير للشيء المتجاوز الحد المعتاد تشبيها بالتكبر الشديد في عدم الطاعة والجري على المعتاد.
(التحرير والتنوير، ج/29، صـ116)",12,,230,,
"ثمود: 
هم قبيلة مشهورة يقال : ثمود باسم جدهم ثمود اخي جديس ، وهما ابنا عابر بن ارم بن سام بن نوح ، وكانوا عربا من العاربة يسكنون الحجر الذي بين الحجاز وتبوك ، وقد مر به رسول الله صلى الله عليه وسلم، وهو ذاهب الى تبوك بمن معه من المسلمين … وكانوا بعد قوم عاد، وكانوا يعبدون الاصنام كاولٰئك ، فبعث الله فيهم رجلا منهم، وهو عبد الله ورسوله صالح بن عبد بن ماسخ بن عبيد بن حاجر بن ثمود بن عابر بن ارم بن سام بن نوح، فدعاهم الى عبادة الله وحده لا شريك له، وان يخلعوا الاصنام والانداد، ولا يشركوا به شيئا فامنت به طائفة منهم، وكفر جمهورهم، ونالوا منه بالمقال والفعال، وهموا بقتله، وقتلوا الناقة التي جعلها الله حجة عليهم ، فاخذهم الله اخذ عزيز مقتدر. 
(البداية والنهاية، ابو الفداء اسماعيل بن كثير، ج/1، صـ196)",12,,,,
"احبار اليهود: 
الحبر العالم الذي صناعته تحبير المعاني بحسن البيان عنها واتقانها، والاحبار مختص بعلماء اليهود من ولد هارون.",13,,,,
"اوطاس: 
يجوز ان يكون منقولا من جمع وطيس وهو التّنّور نحو يمين وايمان، وقيل: الوطيس نقرة في حجر يوقد تحتها النار فيطبخ فيه اللحم، ويقال: وطست الشيء وطسا اذا كددته واثرت فيه، واوطاس: واد في ديار هوازن فيه كانت وقعة حنين للنبي، صلى الله عليه وسلم، ببني هوازن، ويومئذ قال النبي، صلى الله عليه وسلم: حمي الوطيس وذلك حين استعرت الحرب وهو، صلى الله عليه وسلم، اول من قاله، وقال ابن شبيب: الغور من ذات عرق الى اوطاس، واوطاس على نفس الطريق، ونجد من حدّ اوطاس الى القريتين، ولما نزل المشركون باوطاس قال دريد بن الصّمّة وكان مع هوازن شيخا كبيرا: باي واد انتم؟ قالوا: باوطاس، قال: نعم مجال الخيل لا حزن ضرس ولا سهل دهس. 
(معجم البلدان، ج/1، صـ281)",6,,231,,
ظفر:,14,,,,
"جهينة: 
نسب القبيلة: هو جُهَيْنة بن زيد بن لَيْث بن سود بن اسْلُم بن الحافي بن قُضَاعة… قال الهمداني في صفة جزيرة العرب: كانت مساكن جهينة بين المدينة ووادي القِرَى في العيص، وينفرد دار جهينة من حدود رضوى والاشعر الى ما بين نجد والبحر.
قال ابن خلدون في تاريخ العبر: كانت مساكن جهينة ما بين الينبع ويثرب (المدينة) في متسع من برية الحجاز على العدوة الشرقية من بحر القلزم (الاحمر)، واجاز منهم الى العدوة الغربية وانتشروا ما بين صعيد مصر وبلاد الحبشة وكثروا هنالك على سائر الامم، وغلبوا بلاد النوبة وفرقوا كلمتهم وازالوا ملكهم وحاربوا الحبشة فارهقوهم.
(موسوعة القبائل العربية، محمد سليمان الطيب، ج/1، صـ340)",17,,,,
"هجر: 
هَجَرُ: بفتح اوله وثانيه… قال ابن الكلبي عن الشرقي: انما سميت عن بهجر بنت المكفف وكانت من العرب المتعرّبة وكان زوجها محلّم بن عبد الله صاحب النهر الذي بالبحرين يقال له نهر محلم وعين محلم… وقيل: هجر قرية قرب المدينة، وقال: بل عملت بالمدينة على مثل قلال هجر، وقال قوم: هجر بلاد قصبتها الصفا… بينها وبين اليمامة عشرة ايام، وبينها وبين البصرة خمسة عشر يوما على الابل. 
(معجم البلدان، ج/5، صـ393)",4,,232,,
فما للذي قد اوردا ثم اصدرا * غداة المنايا من نجاة ولا عذر:,14,,,,
علية بنت طارق:,17,,,,
"صداء: 
صَدّاء: بالفتح ثم التشديد، والمدّ، ويروى صدآء، بهمزتين بينهما ألف، قال المبرّد: صيداء، قال أبو عبيد: من أمثالهم في الرجلين يكونان ذوي فضل غير أن لأحدهما فضلا على الآخر قولهم: ماء ولا كصدّاء… وقال الزّجاج: وفي أمثال العرب ماء ولا كصدّاء، وبعضهم يقول: لا كصدّا، وإنما هي بئر للعرب عذبة جدّا، وهذا الاسم اشتقّ لها من أنها تصدّ من شرب منها عن غيرها من المشارب، وليس ذلك من اللفظ، فأما الضمّ فإنه ليس فيها معروفا، ومن قال كصدّاء فجائز أن تكون سميت بذلك لأن لونها لون الصّدإ.
(معجم البلدان، ج/3، صـ396)",18,,,,
"رفعت لي نار: 
نيران العرب في الجاهلية وهي ثلاث عشرة نارًا: 
1- نار المزدلفة - وهي نار توقد في المزدلفة ليراها من دفع من عرفته، واول من اوقدها قصي بن كلاب وهي توقد الى الان.
2 - نار الاستمطار - كانوا في الجاهلية الاولى اذا احتبس المطر عنهم جمعوا البقر وعقدوا في اذنابها وعراقيبها السلع والعشر ثم يصعدون بها في الجبل الوعر ويشعلون فيها النار، ويزعمون ان ذلك من اسباب المطر.
3 - نار الحلف - كانو اذا ارادوا عقد حلف اوقدوا النار وعقدوا الحلف عندها، ويذكرون خيرها، ويدعون بالحرمان والمنع من خيرها على من ينقض العهد ويحل العقد. قال ابو هلال العسكري: وانما كانوا يخصون النار بذلك لان منفعتها تختص بالانسان لا يشاركه فيها غيره من الحيوان.
4 - نار الطرد - فانهم كانوا يوقدونها خلف من مضى ولا يحبون رجوعه.
5 - نار الاهبة للحرب - كانوا اذا ارادوا حربا او توقعوا جيشا اوقدوا نارا على جبلهم ليبلغ الخبر اصحابهم فيأتونهم.
6 - نار الحرثين كانت في بلاد عبس فاذا كان الليل فهي نار تسطع، وفي النهار دخان يرتفع، وربما بدر منها عنق فاحرق من مر بها فمر خالد بن سنان المتنبي فدفنها فكانت معجزة له.
7 - نار السعالى - وهي نار ترتفع للمقفر والمتغرب فيتبعها فتهوى بها الغول على زعمهم.
8 - نار الصيد - وهي نار توقد للظباء تغشاها لتعشي اذا نظرت اليها.
9 - نار الاسد - وهي نار توقد اذا خافوا الاسد لينفر عنهم فان من شأنه النفار عن النار، لانه اذا رأى النار حدث له فكر يصده عن قصده.
10 - نار السليم - توقد للملدوغ، كانو يوقدون النار للملدوغ اذا لدغ يساهرونه بها، وكذلك اذا نزف دمه، والمضروب بالسياط، ومن عضه كلب، كي لا يناموا فينتابهم الامر حتى يؤدي بهم الى التهلكة.
11 - نار القرى - وهي نار توقد ليلا ليراها الاضياف فيهتدوا اليها.
12 - نار الفداء - كان الملوك منهم اذا سبوا نساء قبيلة، خرجت اليهم السادة للفداء والاستيهاب، فيكرهون ان يعرضوا النساء نهارا فيفتضحن او في الظلمة فيخفى قدر ما يحسبون لانفسهم من الصفى فيوقدون الناء لعرضهن.
13 - نار الموسم - وهي النار التي يسم بها الرجل منهم خيله وابله، فيقال له ما سمة ابلك فيقول نار كذا.
(نهاية الارب في معرفة انساب العرب، احمد بن علي القلقشندي، صـ463)",12,,233,,
